water,phy,cdom,spm,wind,depth
0,2.76,0.51,9.3,6.07,13.54
0,4.77,1.11,10.04,5.54,8.44
0,0.43,0.48,0.01,6.53,1.39
0,0.5,0.3,4.89,7.4,1.88
0,0.54,0.66,2.12,6.68,4.7
0,0.85,0.14,0.23,11.99,12.75
0,0.27,0.94,3.63,5.62,1.27
0,3.52,0.1,1.28,6.79,3.06
0,4.55,0.03,3.48,6.82,2.21
0,1.03,1.51,11.61,3.6,15.79
0,0.32,0.57,0.26,6.08,18.12
0,0.02,1.87,1.81,7.06,6.75
0,0.02,0.04,0.18,5.45,2.05
0,0.02,0.21,0.04,7.95,19.08
0,0.02,0.02,0.69,11.15,13.27
0,0.11,0.02,0.1,6.76,15.9
0,1.01,0.04,1.46,6.57,13.26
0,5.17,0.05,13.85,7.7,18.56
0,0.25,0.01,0.87,5.47,5.95
0,0.4,0.8,0.01,9.13,6.53
0,0.43,0.23,1.49,6.2,19.64
0,0.55,0.01,1.91,4.03,13.24
0,0.17,0.51,4.07,5.63,7.11
0,0.21,0.88,7.29,7.17,6.41
0,0.49,0.15,21.27,7.72,3.79
0,0.11,0.02,0.18,3.56,13.28
0,0.41,0.08,0.01,5.35,9.59
0,0.02,0.02,0.32,5.39,0.56
0,0.94,2.49,0.02,6.08,6.88
0,0.03,0.92,3.88,7.57,11.47
0,0.01,0.13,0.06,10.57,4.22
0,0.44,0.33,0.03,8.31,5.43
0,0.03,0.18,0.04,7.48,14.95
0,0.98,0.06,24.81,8.44,15.15
0,0.05,0.44,10.69,5.74,1.56
0,0.83,0.14,0.06,8.93,11.2
0,0.03,2.2,10.59,7.09,13.64
0,0.28,0.06,8.12,6.88,12.24
0,1.63,0.3,0.46,8.02,6.48
0,0.02,0.05,0.28,9.58,10.82
0,2.25,0.02,20.28,5.08,18.94
0,0.08,0.04,0.03,8.2,9.62
0,0.36,0.66,1.7,5.7,4.28
0,0.04,0.05,0.65,6.95,8.73
0,1.44,0.22,18.73,4.62,1.94
0,0.03,1.58,0.1,9.64,6.93
0,0.03,1.05,0.02,4.63,14.57
0,0.03,0.03,0.18,6.36,10.39
0,1.1,2.1,0.19,9.58,16.76
0,5.25,0.45,0.02,4.87,9.46
0,0.13,1.43,1.24,4.41,6.62
0,1.03,0.16,29.03,10.76,7.93
0,0.04,0.06,2.56,3.71,14.48
0,1.11,0.08,0.31,7.26,12.65
0,0.22,0.02,0.08,2.86,16.54
0,1.24,0.01,4.09,7.93,17.57
0,0.63,0.61,19.62,15.79,17.87
0,0.08,2.16,0.03,8.97,16.96
0,1,0.28,7.6,5.4,0.96
0,1.68,0.1,7.17,12.95,19.25
0,1.45,0.05,1.21,7.77,8.29
0,2.13,0.21,5.32,10.39,10.58
0,2.5,1.77,0.01,6.91,7.63
0,0.61,0.78,0.1,7.35,13.93
0,0.95,0.29,2.27,5.64,15.84
0,0.1,0.02,7.41,6.65,3.58
0,0.87,0.46,6.66,5.03,8.86
0,0.02,0.09,0.02,5.7,6.75
0,1.39,0.02,0.28,5,7.43
0,1.74,0.46,0.03,4.93,13.99
0,0.01,0.07,25.31,5.2,11.03
0,0.07,0.38,0.01,7.06,2.84
0,0.09,0.02,0.15,4.33,4.33
0,0.07,0.03,0.09,3.89,11.82
0,0.04,1.7,0.85,5.46,17.11
0,0.14,0.49,0.07,8.77,18.11
0,3.25,0.12,22.93,8.33,13.03
0,0.86,0.92,5.14,4.8,14.45
0,0.24,2.01,0.02,6.95,2.72
0,2.43,0.29,0.67,5.21,10.02
0,0.68,0.03,25.87,5.44,10.6
0,0.74,1.25,0.2,5.25,3.36
0,0.18,0.06,14.64,7.13,16.09
0,0.12,0.1,0.28,4.91,7.41
0,1.7,0.15,1.41,5.79,15.21
0,0.24,2.05,0.55,8.65,7.6
0,0.02,0.06,2.45,11.83,12.39
0,0.14,0.04,0.47,6.09,2.26
0,2.97,0.01,1.1,5.15,18.89
0,2.62,0.13,0.07,6.68,14.08
0,0.31,0.54,2.02,4.05,1.89
0,0.18,2.19,0.02,3.51,5.58
0,0.92,1.42,1.44,6.41,8.64
0,3.05,0.07,0.03,8.89,1.18
0,0.73,0.01,3.34,3.01,6.62
0,0.07,0.93,0.03,7.58,3.11
0,6.93,1.93,0.32,6.33,19.35
0,0.36,0.13,28.86,3.63,9.72
0,0.01,0.57,2.43,6.38,8.54
0,0.27,0.02,2.65,8.49,7.61
0,0.08,0.16,0.12,5.65,18.99
0,1.02,0.81,0.08,10.73,4.14
0,0.01,1.3,3.26,3.62,1.99
0,0.02,0.76,0.09,8.17,15.7
0,0.02,0.05,0.02,5.59,12.79
0,5.16,0.12,7.5,4.12,13.34
0,0.39,0.02,0.03,5.32,1.56
0,0.91,0.39,2.9,4.66,4.69
0,1,0.04,3.45,7.8,8.42
0,5.38,0.16,13.24,5.55,5.58
0,1.41,0.07,2.62,3.99,14.13
0,0.02,1.78,1.25,7.51,3.43
0,0.03,1.82,0.11,7.74,2.7
0,0.02,0.23,5.84,3.94,9.53
0,0.03,1.28,20.47,7.16,0.48
0,0.05,0.03,0.13,5.86,3.65
0,3,0.54,0.01,4.71,1.95
0,0.72,0.06,1.36,5.8,17.66
0,1.9,0.12,0.39,10.51,5.03
0,0.04,0.04,0.75,8.27,1.96
0,0.09,1.05,8.15,3.61,10.12
0,0.01,0.6,0.03,6.4,18.12
0,1,0.78,23.83,6.29,18.48
0,0.05,0.42,9.89,5.68,15.7
0,0.58,0.48,0.05,8.05,0.84
0,0.22,0.02,1.81,5.26,10.82
0,0.53,0.04,0.91,3.63,0.31
0,0.02,0.03,0.2,5.46,8.42
0,1.15,0.26,1.28,7.58,9.86
0,0.88,1.58,0.51,8.7,5.97
0,0.4,0.21,0.99,15.01,5.65
0,0.17,1.5,0.7,4.52,2.41
0,1.12,0.02,0.4,10.04,16.3
0,4.05,0.48,28.08,8.73,16.43
0,1.04,0.03,0.16,7.01,6.75
0,2.82,0.02,0.91,4.38,6.84
0,0.04,0.02,5.05,7.91,3.45
0,0.88,2.33,1.19,5.33,11.94
0,1.14,0.12,0.06,5.85,3.66
0,0.23,0.07,0.26,5.02,8.09
0,0.21,1.72,0.2,3.88,5.72
0,0.55,0.23,0.02,9.09,14.91
0,1.05,0.38,0.51,5.68,13.86
0,0.11,0.06,0.12,4.27,18.32
0,0.04,0.02,29.64,6.85,4.5
0,0.58,0.05,0.63,6.63,18.33
0,0.33,0.25,25.8,7.11,18.62
0,2.17,0.01,1.28,9.44,5.29
0,0.13,0.2,0.05,4.52,14.74
0,0.02,1.62,0.04,11.46,3
0,4.62,0.02,18.35,5.7,13.09
0,3.63,0.02,1.07,3.57,3.47
0,0.04,0.2,3.02,4.03,4.9
0,1.89,0.01,6.93,9.24,11.07
0,5.01,0.04,1.15,6.1,4.4
0,0.01,0.06,0.14,7.34,6.07
0,4.77,0.02,0.01,11.55,3.14
0,0.52,0.47,2.95,6.82,6.86
0,0.13,2.29,0.41,6.74,5.13
0,0.65,0.2,10.4,6.1,9.99
0,0.36,1.11,0.18,6.12,19.4
0,0.13,0.05,11.75,7.02,6.97
0,1.44,0.57,0.85,6.92,18.85
0,0.24,0.02,2.26,7.39,3.37
0,0.13,0.08,29.19,4.76,5.18
0,0.54,0.11,0.09,8.05,13.93
0,0.7,0.56,5.65,15.67,6.19
0,0.12,2.49,0.04,5.85,11.18
0,0.09,0.13,1.28,4.91,16.4
0,2.29,1.81,0.01,5.85,14.76
0,4.2,0.01,0.02,8.73,16.68
0,3.38,0.01,0.37,8.3,14.49
0,0.46,0.08,13.79,11.16,8.24
0,0.08,0.52,2.5,7.62,1.54
0,0.96,0.56,0.36,7.17,7.75
0,1.5,0.01,0.05,5.5,11.76
0,0.59,0.88,0.04,7.34,19.8
0,2.06,0.22,2.49,4.93,8.15
0,0.22,1.18,0.97,6.74,7.35
0,1.3,0.19,2.92,7.61,4.77
0,0.69,0.16,14.19,8.39,9.9
0,1.81,0.03,0.36,2.94,15.57
0,0.27,0.24,3.25,4.5,9.1
0,0.07,0.13,0.07,7.5,10.52
0,5.42,0.02,22.72,6.72,12.38
0,1.29,1.79,9.89,7.43,1.12
0,4.13,0.07,0.73,7.02,11.41
0,0.78,0.09,0.08,5.37,5.42
0,0.02,0.02,0.11,5.17,14
0,0.02,1.17,0.73,4.97,19.42
0,0.43,0.2,2.59,5.09,18.72
0,2.3,0.27,0.91,4.39,13.95
0,2.92,0.79,5.38,10.16,15.69
0,0.22,0.08,0.16,7.44,19.54
0,1.86,0.57,7.08,4.46,0.3
0,1.81,1.76,0.02,4.02,1.28
0,0.11,0.32,0.2,7.05,1.81
0,0.06,0.06,9.07,9.05,14.79
0,0.84,0.05,16.41,4.28,1
0,0.92,0.13,0.1,6.23,0.85
0,0.33,0.74,1.71,7.61,6.4
0,0.11,0.62,0.05,3.47,15.92
0,0.09,0.04,0.82,6.42,13.52
0,0.13,0.07,14.94,5.11,16.4
0,0.3,0.01,1.11,5.37,16.27
0,1.17,0.06,0.35,5.51,18.19
0,0.75,0.51,0.55,7.86,0.32
0,0.75,1.66,0.43,5.92,18.5
0,0.02,0.03,0.11,8.35,19.65
0,0.13,0.45,0.39,7.57,5.88
0,0.4,0.03,0.02,8.68,12.36
0,1.76,0.4,0.02,10.08,19.59
0,0.02,0.23,0.28,10.14,8.36
0,0.05,0.1,0.34,5.09,16.82
0,1.14,1.08,19.24,11.42,9.57
0,0.62,1.96,0.06,8.4,14.41
0,0.13,1.77,4.61,4.77,5.39
0,1.04,0.05,8.12,3.76,0.75
0,3.99,1.14,12.51,8.71,12.82
0,0.1,0.06,0.07,7.04,16.73
0,2.42,0.17,3.08,6.24,1.3
0,0.74,0.19,3.68,5.24,14.6
0,0.12,0.15,0.19,7.31,8.54
0,3.31,0.04,13.3,8.07,19.12
0,2.19,0.02,1.66,5.29,0.96
0,0.07,0.54,1.38,7.22,19.05
0,0.02,0.04,4.66,5.34,14.64
0,0.01,0.19,18.29,5.8,5.65
0,0.09,0.24,2.18,7.62,5.66
0,0.91,2.27,0.14,4.56,2.15
0,0.03,0.23,0.38,9.24,14.08
0,0.32,0.96,24.61,7.91,16.11
0,0.08,0.59,0.38,5.85,1.35
0,0.37,0.54,0.1,4.26,5.88
0,0.5,0.03,0.04,8.23,6.82
0,2.88,0.11,0.93,8.66,11.29
0,0.25,0.47,0.06,4.41,11.95
0,0.42,0.19,1.49,4.15,13.79
0,4.25,0.01,0.51,13.18,15.57
0,0.05,0.06,2.73,7.98,6.42
0,0.97,0.03,20.33,12.2,12.8
0,0.02,2.33,8.25,6.31,10.58
0,0.36,0.05,0.02,7.99,9.12
0,2.32,0.22,0.02,13.78,11.21
0,0.01,0.14,0.12,6.2,1.18
0,4.6,0.6,2.68,7.76,4.07
0,3.45,1.03,0.06,5.71,3.64
0,0.04,0.11,8.94,7.98,17.57
0,0.77,0.02,4.8,8.06,15.12
0,0.32,0.84,0.08,7.66,17.61
0,1.15,2.19,0.5,6.69,0.55
0,0.86,0.12,0.11,7.67,10.52
0,3.06,0.91,0.02,12.68,10.61
0,0.29,2.18,0.15,3.61,9.68
0,0.03,0.02,9.48,5.25,17.54
0,0.23,0.53,0.15,7.75,10.01
0,0.08,0.03,0.26,6.02,15.39
0,3.28,0.01,0.15,4.79,9.9
0,0.79,0.28,0.19,2.1,2.88
0,0.01,1.43,16.11,4.88,0.68
0,0.59,0.01,0.11,14.3,5.67
0,0.26,1.17,0.13,3.7,16.65
0,0.05,0.32,0.75,5.72,19.12
0,0.22,0.19,0.47,3.33,0.9
0,0.51,0.01,2.1,7.36,12.44
0,0.12,0.44,0.05,5.31,9.83
0,1.19,0.02,3.05,8.11,14.65
0,3.54,1.17,2.19,3.76,2.97
0,0.01,0.23,2.09,4.89,10.03
0,1.8,0.38,0.93,7.23,5.76
0,0.14,0.08,0.55,6.84,6.4
0,2.21,0.13,13.22,8.83,11.76
0,0.81,1.7,28.67,6.35,3.11
0,2.11,0.01,0.01,6.59,4.68
0,0.12,0.46,0.25,6.24,10.52
0,0.13,0.4,0.29,11.94,18.76
0,0.03,0.49,0.05,5.05,1.7
0,0.28,0.09,0.1,4.87,9.37
0,0.1,0.3,6.14,5.99,9.28
0,0.09,0.47,0.05,4.13,16.52
0,0.44,1.48,5.53,7.24,13.6
0,0.02,0.01,0.08,9.56,4.5
0,0.17,0.08,3.7,5.49,6.02
0,0.63,0.55,21.97,5.76,17.04
0,3.52,0.03,4.67,10.53,11.56
0,5.13,0.73,11.75,7.85,2.23
0,0.04,1.24,0.09,5.61,6.65
0,0.02,0.03,0.23,7.47,8.57
0,0.13,0.03,0.45,10.39,7.93
0,0.78,0.03,0.04,8.44,12.99
0,0.05,0.01,0.12,4.86,10.67
0,2.94,0.46,0.01,6.85,18.52
0,0.11,0.22,18.44,8.49,8.49
0,0.13,2.39,0.7,6.35,7.53
0,0.15,1.62,0.44,7.2,5.64
0,0.08,0.21,0.76,8.15,0.78
0,0.01,0.14,2.02,6.42,13.29
0,0.03,1.29,4.27,4.34,8.33
0,0.1,0.63,0.33,6.48,12.13
0,0.04,0.26,0.08,9.92,13.05
0,0.15,0.24,2.26,4.26,6.58
0,0.17,0.29,5.36,4.41,11.74
0,0.4,0.33,0.86,6.55,2.95
0,0.04,0.01,0.97,7.53,12.77
0,4.05,0.06,0.24,8.18,4.29
0,0.22,1.32,0.64,6.86,2.27
0,2.35,2.02,8.49,6.98,16.44
0,3.21,0.04,0.16,4.81,19
0,0.94,1.2,0.81,4.3,18.88
0,3.66,0.83,0.17,4.07,16.07
0,0.1,1.75,1.53,6.94,4.45
0,0.17,0.07,0.34,5.2,16.81
0,0.12,0.55,9.28,5.59,0.97
0,0.01,0.11,8.65,7.16,10.42
0,0.1,0.58,0.05,6.15,11.89
0,0.02,0.12,8.67,6.92,17.58
0,0.05,0.14,0.02,8.18,13.08
0,5.33,0.21,0.01,5.15,13.04
0,0.92,0.21,3.23,6.87,8.64
0,0.77,0.76,0.29,5.81,8.62
0,0.03,0.2,0.09,7.38,3.5
0,0.25,0.02,2.56,6.91,14.66
0,0.88,0.03,0.05,9.15,3.62
0,0.02,0.01,2.68,8.13,15.28
0,0.65,0.96,22.97,6.72,9.95
0,0.04,0.27,4.33,7.98,19.81
0,0.04,0.2,5.67,5.54,7.82
0,0.36,1.08,8.41,4.75,1.85
0,0.16,0.09,2.19,7.64,9.33
0,0.39,0.1,0.37,7.17,5.73
0,4.35,1.67,1.03,8.48,11.77
0,0.07,0.31,0.57,6.98,8.42
0,0.05,0.11,0.29,5.12,2.68
0,4.26,0.16,3.14,4.9,10.4
0,0.02,0.09,3.38,7.2,4.92
0,0.15,0.06,0.96,9.32,7.35
0,0.04,0.03,2.87,4.16,19.16
0,5.74,2.28,11.7,6.34,15.31
0,0.17,0.34,1.06,6.27,15.52
0,0.04,1.47,5.83,10.73,7.9
0,0.08,0.01,3.86,5.33,10.24
0,0.06,1.03,2.69,8.43,17.05
0,0.28,0.35,0.08,4.6,8
0,0.15,1.8,0.06,6.16,0.34
0,0.21,1.08,0.57,4.81,11.34
0,0.23,0.82,0.05,4.59,5.06
0,0.05,0.05,0.07,3.54,8.28
0,3.56,0.76,29.13,5.34,9.44
0,5.93,0.03,1.01,5.87,7.34
0,0.03,1.48,1.38,4.86,10.61
0,0.32,0.12,10.75,5.69,8.84
0,0.29,0.45,0.13,4.89,14.65
0,0.47,0.01,0.39,6.69,9.69
0,1.34,0.04,0.08,6.63,15.41
0,0.04,0.56,5.36,4.72,13.71
0,5.22,0.65,0.15,3.89,5.48
0,0.02,0.06,0.02,5.67,18.41
0,0.06,0.06,1.03,8.41,1.94
0,0.1,0.18,8.91,7.77,10.6
0,0.65,0.03,11.22,5.49,15.99
0,0.01,0.02,4.49,8.78,18.51
0,0.3,0.04,1.45,2.95,11.27
0,0.03,1.49,20.16,8.02,13.09
0,0.03,0.13,0.03,3.15,9.21
0,0.05,1.29,6.74,4.45,18.32
0,0.19,1.8,4.78,4.72,15.95
0,1.45,0.17,0.23,5.26,13.15
0,0.2,0.03,10.92,9.78,8.11
0,0.23,0.02,0.89,10.8,17.76
0,0.37,0.01,0.54,4.04,8.43
0,0.4,0.15,12.12,1.71,11.95
0,3.02,1.26,0.69,8.08,13.28
0,0.14,0.08,15.85,6.94,13.56
0,6.87,0.14,2.46,7.53,10.17
0,0.12,0.07,16.46,3.63,15.25
0,3.73,0.13,0.02,8.99,13.93
0,1.84,1.55,0.6,4.5,16.17
0,1.37,0.14,1.96,6.77,2.89
0,0.61,0.06,0.18,4.36,9.42
0,0.16,0.2,13.6,5.09,0.87
0,0.04,0.95,0.13,12.89,10.29
0,0.35,0.89,0.6,8.05,8.07
0,0.78,0.02,0.04,5.62,2.49
0,0.44,0.07,0.62,5.44,17.99
0,0.03,0.36,2.52,6.74,0.54
0,1.01,0.13,0.03,5.99,18.21
0,0.11,0.01,0.24,8.97,7.23
0,0.51,1.05,0.48,7.28,8.02
0,3.98,0.03,0.02,5.99,19.61
0,0.08,0.04,0.4,6.88,17.64
0,0.47,0.65,0.03,6.82,15.6
0,0.97,0.17,0.17,7.66,16
0,0.01,1.4,0.39,8.1,9.42
0,0.05,0.01,15.09,8.37,2.22
0,1.73,0.06,0.08,4.79,12.21
0,4.38,1.74,0.06,5.2,12.7
0,0.27,0.43,0.5,8.47,19.47
0,1.8,0.04,0.02,5.09,14.38
0,0.35,0.8,5.52,3.75,15.08
0,0.08,0.15,0.38,4.31,8.19
0,0.02,0.04,0.38,5.2,14.56
0,3.52,0.08,3.6,3.63,6.93
0,0.18,0.25,1.55,8.7,2.56
0,0.28,0.13,1.86,5.94,6.03
0,4.45,0.52,0.55,6.4,16.08
0,0.05,0.24,0.7,3.9,19.91
0,0.23,0.06,18.6,10.93,8.48
0,0.04,0.2,0.01,7.24,9.42
0,0.02,0.02,23.08,7.21,1.37
0,0.01,0.28,0.21,11.19,16.07
0,2.89,1.63,0.18,10.53,19.62
0,0.02,0.02,0.44,7.33,3
0,0.05,0.02,12.65,16.39,0.33
0,0.07,0.68,0.27,4.58,10.15
0,0.08,0.91,0.3,5.33,15.71
0,0.68,0.27,8.81,4.23,7.1
0,0.15,0.08,1.42,4.05,19.27
0,5.18,0.7,0.34,6.99,13.19
0,0.25,0.93,2.13,6.39,11.73
0,0.09,0.03,10.46,7.19,19.09
0,0.02,0.14,0.06,10.91,15.87
0,0.07,0.73,0.62,6.54,11.78
0,2.56,0.04,0.37,5.14,19.02
0,0.13,0.04,15.41,2.63,6.72
0,0.02,0.11,0.02,10.55,17.13
0,0.04,1.31,1.55,10.71,18.06
0,0.03,1.23,0.25,5.96,17.68
0,1.66,1.73,3.68,6.39,7.75
0,1.1,0.59,0.07,6.2,3.03
0,0.34,0.09,0.02,6.8,14.34
0,0.37,0.15,0.36,7.66,10.88
0,0.01,0.15,1.43,5.77,18.11
0,0.01,0.31,3.08,4.61,17.48
0,0.32,0.09,2.28,6.11,6.75
0,1.11,0.03,0.14,4.4,19.99
0,0.44,0.03,10.3,4.17,15.73
0,0.06,0.16,0.24,4.04,3.4
0,0.03,0.63,2.32,4.13,7.37
0,0.8,0.08,0.02,5.94,3.37
0,0.69,0.05,2.94,10.17,0.35
0,0.03,0.02,0.06,3.66,6.24
0,0.01,0.46,0.1,4.42,13.82
0,0.09,0.47,4.72,6.83,17.14
0,0.01,0.78,0.33,5.52,17.7
0,0.25,1.44,2.5,10.5,9.21
0,0.1,0.51,0.39,10.15,0.65
0,0.15,0.16,3.86,4.63,8.53
0,0.13,0.56,1.96,8.51,16.53
0,5.61,1.38,0.03,5.27,15.16
0,0.4,0.05,0.01,4.25,19.78
0,0.1,0.94,0.78,3.04,16.36
0,6.24,0.01,0.06,9.13,0.56
0,0.03,0.01,0.03,5.24,17.12
0,4.72,0.05,12.2,5.45,11.61
0,0.11,1.03,0.03,7.15,8.39
0,0.26,0.01,1.61,5.32,1.02
0,0.46,0.05,0.14,6.47,17.71
0,0.28,1.59,12.89,5.28,1.94
0,0.73,0.05,4.14,5.46,5.16
0,1.94,0.01,0.44,6.97,9.75
0,1.26,0.02,13.27,9.4,4.09
0,0.71,0.04,2.8,5.41,3.32
0,1.51,0.03,0.11,5.43,11.17
0,0.97,1.53,0.66,4.71,13.95
0,0.03,0.02,0.05,8.01,16.23
0,0.32,0.03,0.78,7.41,5.62
0,1.5,0.13,0.02,4.6,7.72
0,4.68,0.22,0.03,5.21,12.55
0,1.82,0.81,0.56,10.12,19.34
0,0.83,0.43,0.43,12.93,3.4
0,0.04,0.05,2.03,6.12,0.98
0,0.21,0.16,8.19,10.29,9.99
0,0.81,0.83,0.64,7.87,8.11
0,0.13,1.5,1.27,4.56,16.61
0,0.33,0.21,0.07,3.75,9.78
0,0.04,0.08,0.21,5.13,3.9
0,0.01,1.97,21.93,5.54,9.59
0,0.29,0.14,0.64,3.69,8.95
0,0.67,0.1,2.16,8.81,8.98
0,0.3,0.13,0.45,5.59,1.29
0,5.78,2.37,2.13,10.07,6.59
0,3.52,0.26,22.34,8.48,12.79
0,5.29,0.09,0.18,11.64,8.01
0,5.71,0.05,0.76,7.1,1.59
0,0.05,2.13,3.43,7.58,0.8
0,0.35,0.23,0.19,5.75,10.01
0,4.31,0.49,0.03,8.68,8.55
0,0.17,0.55,0.02,10.28,12.17
0,0.19,2.32,12.18,7.39,4.15
0,0.04,0.03,1.19,9.06,8.86
0,2.99,0.02,0.28,5.92,16.62
0,1.63,0.15,1.81,8.14,15.08
0,1.1,0.2,0.18,7.24,12.16
0,0.17,0.48,0.27,8.23,15.62
0,1.45,1.35,0.9,15.91,19.66
0,0.03,1.86,0.27,5.21,5.96
0,0.48,0.26,0.45,6.79,17.09
0,0.12,0.11,13.07,6.52,0.72
0,0.03,0.01,0.06,7.91,17.19
0,0.4,0.02,7.66,4.28,1.99
0,0.01,0.27,0.05,5.37,14.04
0,0.15,2.5,0.35,5.02,7.22
0,0.4,0.35,0.02,5.98,8.15
0,0.44,0.34,1.7,4.86,12.77
0,0.01,1.28,12.16,6.21,2.87
0,4.12,0.34,3.84,8.91,8.22
0,0.08,0.38,0.02,5.46,16.6
0,0.89,0.07,0.54,3.67,3.07
0,0.05,0.2,1.65,8.04,8.88
0,0.15,0.01,2.8,8.24,17.49
0,2.08,0.02,0.02,5.57,8.64
0,0.08,0.12,0.54,11.21,8.27
0,0.53,0.1,5.54,6.67,8.08
0,0.04,0.08,0.05,9.5,1.92
0,0.69,0.08,0.03,6.74,17.13
0,0.04,0.12,0.98,5.57,16.15
0,0.05,1.03,0.09,11.66,10.75
0,0.03,0.21,3.05,4.67,6.09
0,4.55,2.06,2.26,4.8,14.14
0,3.08,0.25,0.88,4.78,11.58
0,2.15,0.01,4.36,11.76,5.84
0,2.61,0.02,0.22,12.02,17.6
0,1.61,0.15,0.53,4.58,12.86
0,5.07,0.72,0.08,8.17,19.02
0,0.05,1.31,0.32,5.22,8.5
0,0.03,0.24,27.34,5.03,4.14
0,0.24,1.23,6.45,4.24,11.08
0,0.03,2.38,1.99,6.81,10.13
0,0.08,0.59,0.41,6.68,3.33
0,0.63,0.01,0.12,7.97,9.93
0,0.03,0.51,9.82,4.87,15.8
0,0.81,0.07,3.69,5.45,13.2
0,0.16,0.21,0.12,7.94,6.08
0,0.12,0.44,1.4,2.05,2.95
0,6.8,0.02,0.05,5.55,12.73
0,2.97,0.02,13.31,9.85,8.48
0,0.08,0.05,16.67,7.4,4.17
0,2.36,0.05,3.27,8.89,13.8
0,1.27,0.13,0.76,11.72,4.44
0,1.05,1.54,5.31,6.74,19.82
0,0.95,0.04,0.06,9.07,17.49
0,5.3,0.21,0.19,7.53,17.24
0,0.03,0.76,0.03,7.58,12.57
0,0.87,1.25,21.69,6.9,4.41
0,0.7,1.46,11.07,7.41,0.86
0,2.06,1.02,0.55,4.68,9.7
0,0.03,0.17,4.5,11.4,14.42
0,2.17,0.2,0.07,7.75,15.65
0,0.19,0.03,0.08,7.65,0.17
0,0.04,0.05,3.65,12.96,16.55
0,0.05,0.1,0.02,7.6,15.11
0,0.24,1.37,0.01,8.68,17.36
0,0.61,0.03,0.85,7.76,2.15
0,0.1,1.96,2.89,10.19,11.65
0,2.03,0.01,5.78,5.18,7.63
0,0.02,0.17,1.69,8.63,4.36
0,0.02,0.08,0.22,5.46,6.29
0,0.02,0.02,0.78,9.74,4.1
0,2.29,0.23,0.74,4.97,2.62
0,0.75,0.3,0.11,9.11,18.64
0,0.53,0.17,0.05,4.57,19.83
0,0.02,0.02,0.3,8.4,14.49
0,0.04,1.52,0.68,5.01,2.2
0,0.7,0.03,1.16,9.1,10.03
0,3.72,1.27,22.35,5.6,14.57
0,0.07,0.44,0.32,4.95,14.7
0,5.66,0.12,0.04,6,17.91
0,0.19,0.15,7.2,4.49,4.25
0,0.09,0.15,0.01,8.66,7.33
0,0.02,0.11,1.73,6.08,7.55
0,1.9,1.17,23.43,8.89,13.39
0,4.09,0.42,0.14,5.3,12.97
0,1,1.44,0.04,8.3,17.32
0,1.93,0.76,0.22,4.79,13.56
0,0.26,0.16,0.08,2.26,18.94
0,0.91,2.32,0.05,5.1,7.12
0,0.67,0.06,22.6,3.58,7.49
0,0.08,1.31,0.13,7.93,15.82
0,0.09,0.18,2.56,6.79,11.23
0,1.44,1.8,0.36,3.9,3.83
0,0.02,0.07,0.24,6.17,3.79
0,0.22,0.01,0.17,6.51,1.33
0,0.38,0.37,0.3,8.99,7.29
0,0.08,2.27,0.15,5,13.73
0,1.41,0.03,0.3,4.42,19.26
0,0.08,1.18,6.36,4.07,4.92
0,0.8,0.07,0.11,6.24,19.59
0,0.11,1.26,0.02,3.58,9.28
0,0.42,0.01,5.03,10.68,0.87
0,0.74,0.01,0.1,5.88,13.74
0,2.84,0.04,3.63,9.1,12.33
0,1.03,0.09,10.2,8.96,17.73
0,0.19,0.06,1.86,12.96,0.66
0,0.25,0.37,1.49,5.56,9.6
0,6.83,0.21,0.89,5.51,16.51
0,2.37,0.27,0.5,4.04,16.59
0,0.03,0.42,0.02,6.84,19.23
0,4.89,0.14,0.01,6.3,0.24
0,0.07,1.01,8.71,6.25,9.62
0,0.02,0.02,0.03,11.94,5.84
0,4.21,0.02,0.06,8,15.7
0,1.09,0.01,0.11,8.35,6.64
0,0.07,0.04,0.02,5.95,13.45
0,0.12,1.32,0.01,7.11,3.92
0,1.12,0.43,0.01,5.85,17.2
0,3.92,0.02,4.1,8.33,4.52
0,0.01,0.21,3.79,6,17.86
0,0.39,0.58,0.05,5.59,17.09
0,0.4,0.02,0.19,9.29,3.44
0,0.17,0.63,21.16,5.6,16.52
0,0.94,0.68,1.67,10.04,7.53
0,2.83,1.09,0.47,5.71,9.32
0,2.64,0.25,0.05,5.18,6.51
0,6.99,0.23,0.91,9.45,16.56
0,4.8,0.02,9.61,6.35,0.85
0,0.06,1.03,2.03,7.76,6.2
0,0.01,0.14,0.03,6.08,19.12
0,4.21,0.06,13.09,5.89,11.15
0,4.35,0.14,0.14,6.79,4.77
0,0.48,1.91,0.02,5.96,17.91
0,0.09,0.91,0.02,6.1,19.91
0,0.89,0.56,16.58,5.29,12.28
0,1.41,1.14,0.04,7.44,14.77
0,0.05,1.58,14.14,4.17,17.47
0,0.21,0.18,0.89,4.96,8.27
0,0.03,0.5,0.06,8.39,0.59
0,0.01,1.13,0.31,7.51,15.42
0,0.01,0.59,25.61,6.4,13.26
0,0.26,0.04,7.79,8.19,0.13
0,0.01,0.04,15.2,4.37,2.25
0,0.02,0.04,0.03,9.21,2.32
0,0.13,0.13,15.28,5.26,6.68
0,0.02,0.71,1.84,7.55,9.26
0,0.03,0.34,0.02,4.61,10.82
0,0.64,1.03,0.03,10.91,14.91
0,0.03,0.03,0.23,5.41,19.76
0,0.49,0.11,0.11,7.31,9.22
